id_laporan,teks_laporan,label_prioritas,sumber_data
ID-0810,"Nyuwun sewu min, badhe tanglet jadwal operasional nggih. Menawi kagem warga sekitaran perempatan Jln Jlagran Tegalrejo niku jadwal mas gerobak ngangkut limbah rumah tangga keliling dipatok jam pinten nggih? Kulo ajeng siap-siap naruh sampah sisa resik-resik mumpung dereng mbleber nang teras ngarep.",Rendah,llm_generated
ID-0811,"Halo admin kelurahan, nanya info dnk ttg layanan penjemputan sampah terpilah di Perum Taman Tirto Kasihan. Kira-kira warga bisa request armada khusus buat ngangkutin kumpulan botol plastik sm kardus bekas ga sih? Biar kita bisa langsung nyerahin ke petugasnya secara rapi pas mereka lewat.",Rendah,llm_generated
ID-0812,"Iki piye toh lur, kresek limbah neng perempatan Bambanglipuro arah Samas wis ngumpul akeh tenan ra karuan. Wis mambu kecut sithik nek pas awan, tp durung ono armada sing teko ngangkut. Tolong dikoordinasikan pengerukane nggih mas ben ra nambah mbleber.",Sedang,llm_generated
ID-0813,"Lapor polisi lantas darurat! Parah bgt kahanan Jln Diponegoro dpn RSJ Grhasia saiki, tumpukan limbah mbleber nutupin trotoar smp separo dalan aspal! Moge aja ga bisa lewat anjir. Tadi pagi udh nyaris adu banteng pemotor ngehindar, evakuasi aspal e skrg jg!",Tinggi,llm_generated
ID-0814,"Lur admin, lapor kahanan neng Jln Solo pas ngarep Hartono Mall nggih. Iki lho tumpukan plastik kresek e wis dadi siji rodo dhuwur. Emang lagi mambu sithik sih, tp nek ra ndang ditarik armada selak dadi sarang penyakit. Tolong di-push mas gerobak e nggih.",Sedang,llm_generated
ID-0815,"Pagi min, saya warga sekitaran TPS3R Tamanan Banguntapan mau tanya jadwal operasional armada. Kalau mau nitip kresek kecil sisa daun kering di pekarangan itu mumpung belum banyak volumenya bisa sekalian dijemput tidak ya pas petugas keliling nanti sore?",Rendah,llm_generated
ID-0816,"Eh min, gue perwakilan anak kosan di Jln Veteran pas dpn BNN Kota mau komplain alus nih. Keranjang kresek dpn kos udh 4 harian ga disamber mas gerobak. Bau kuah organiknya literally mulai masuk kamar klo angin lg kenceng. Tolong dong dikoordinasiin penarikannya.",Sedang,llm_generated
ID-0817,"Ini literally ga main-main woi aparat! Di pertigaan Jln Wahid Hasyim Condong Catur warga nemuin pembuangan limbah medis ilegal pake kantong merah logo biohazard dibuang sembarangan neng pinggir aspal. Super duper berbahaya nularin virus, tolong amankan area itu skrg!",Tinggi,llm_generated
ID-0818,"Siang lur, rep lapor kahanan saking pertigaan Jln Krasak Wirobrajan nggih. Iki sisa limbah organik pasar wis numpuk neng pojokan dalan. Ambune jian nyengat tenan yen pas awan ngebrak panas ngene ki. Tulung bsk dikirim armada pick-up khusus ben diangkut nggih.",Sedang,llm_generated
ID-0819,"Permisi min, nanya info bentar dong. Kalau buat warga area depan RS Bethesda Gondokusuman mau buang meja belajar kayu yang sudah reyot itu aturannya bagaimana ya? Pengen dibuang tapi bingung SOP dari dinasnya supaya rapi dan bisa ditarik petugas armada.",Rendah,llm_generated
ID-0820,"Nyuwun sewu mas petugas, neng Jln Veteran dpn Stadion Mandala Krida iki kelakuan warga isih pd nyampur limbah basah sm kering neng tong sing podo. Bau organike udh mulai ngabar nih klo siang. Kalo armada bisa mampir besok mending lgsg diangkut aja min ben ra mumet.",Sedang,llm_generated
ID-0821,"Halo bapak ibu kelurahan, dr warga perempatan Jln Kenari Kota Baru mau nanya info jadwal operasional nih. Disini jadwal rutinitas truk masuk gang itu hari apa aja ya pak? Mumpung sisa organik dapur blm banyak pgn lgsg nitip dibuang ben ga keburu numpuk di dalem tong.",Rendah,llm_generated
ID-0822,"Min, dr perwakilan mhs sekitaran dpn Warmindo Klebengan Sinduadi mau nanya kepastian jadwal operasional gerobak nih. Klo hr Senin itu jadwal penarikannya jam brp ya pastinya? Biar kita anak kos bisa lgsg barengan ngeluarin sisa bungkusan makanan ke dpn gerbang sblm bapaknya lewat.",Rendah,llm_generated
ID-0823,Ancamane nyata woi dinkes tlg melek! Di Jln Wonosari KM 8 Piyungan bates kota tikus got segede kucing dr tumpukan sampah liar udh invasi msk ke dapur-dapur warga! Udh ada 2 warga yg suspect kena leptospirosis kencing tikus anjir! Tolong aparat desa sgr bersihin tumpukan!,Tinggi,llm_generated
ID-0824,"Njir darurat parah! Di dusun Sambisari Purwomartani Kalasan saluran irigasi sawah mampet total disumbat gunungan kresek liar! Air comberannya mbleber deres masuk ke sawah, padi sing lagi ijo lgsg mati bosok kerendam limbah! Petani kene pd rugi jutaan, tolong PU keruk saiki!",Tinggi,llm_generated
ID-0825,"Selamat pagi min, nanya info jadwal dr daerah Berbah Sleman dkt Candi Kalasan. Kalo buat rute permukiman sini tuh bapak-bapak tim kebersihan biasanya standby keliling jam berapa sih pak? Biar warga ga salah prediksi jam pas mau naruh keranjang di luar pekarangan pagi-pagi.",Rendah,llm_generated
ID-0826,"Aduh ini jujurly bau bgt lho pas lwt dpn perempatan Jln Jlagran Tegalrejo siang ini. Kelihatanne kontainer TPS udh overload tp armadane ga mampir-mampir narik dr kmrn. Tolong di-push mas gerobake ben ditarik dhisik jadwal e nggih, mambu asem e jian ngganggu bgt.",Sedang,llm_generated
ID-0827,Sumpah ya ini ngga bisa ditolerir lagi anjir! Di area Kraton dpn Alun-alun Selatan ada oknum biadab mbakar sampah B3 ilegal! Asapnya item legam pekat bgt dan nyengat racun kimia. Warga sekitar udh bnyk yg sesek napas sm batuk darah! Satpol PP tolong ciduk pelakunya saiki!,Tinggi,llm_generated
ID-0828,"Woi bupati tlg melek! Warga daerah Kotagede blkng Pasar Gedhe beneran udh ngumpulin petisi ttd buat ngelapor lgsg ke DPRD! Ini bener2 perampasan hak, limbah dibiarin numpuk sebulan penuh smp laler ijo nyerang omah! Iki wis dadi darurat kesehatan KLB woi, angkut skrg!",Tinggi,llm_generated
ID-0829,"Halo min, dari perwakilan pedagang sm warga blkng Ps Demangan Gondokusuman mau nanya SOP pembuangan nih. Gimana klo misal kita mau request tambahan layanan pickup khusus sisaan sampah sayur sm jeroan sehabis akhir pekan? Apa hrs bersurat resmi ke kelurahan ato lgsg telpon call center dinas?",Rendah,llm_generated
ID-0830,"Siang min, ada pertanyaan dari warga jalan masuk Perum Catur Tunggal nih. Kalau ada warga yang mau ikut iuran langganan pengambilan limbah rumah tangga bulanan, bisa minta tolong dikasih info mekanismenya ngga ya? Apakah harus lapor kelurahan dulu biar resmi didata atau bagaimana.",Rendah,llm_generated
ID-0831,"Permisi lur, ini lho tumpukan kresek di pinggiran Jln Bantul KM 5 dkt pom bensin udh lumayan bikin risih. Bau asemnya bikin pengunjung sm pedagang pd ngeluh krn pembelinya lari jijik ngga jd mampir. Tolong bsk dikoordinasiin sm armada pick-up ben diangkut nggih.",Sedang,llm_generated
ID-0832,"Eh min, gue anak kosan di Jln Solo pas dpn Hartono Mall mau komplain alus nih. Keranjang kresek dpn pagar kosan udh 4 harian absen ngga disamber mas gerobak. Bau kuah organiknya literally mulai rembes msk kamar klo ada angin. Tolong dong di-push jadwal nariknya.",Sedang,llm_generated
ID-0833,Nyuwun sewu numpang nanya jadwal ya pak. Untuk armada gerobak yang biasa muterin perempatan Jalan Kenari Kota Baru itu rutinitas pengambilannya jam berapa ya? Saya mau nyocokin waktu buat ikutan naruh keranjang plastik biar tidak telat ditarik pas masnya lewat.,Rendah,llm_generated
ID-0834,"Halo min, mau nanya info operasional dong. Kalau buat rute Jalan Moses Gatotkaca Gamping itu jadwal mas gerobak yang keliling ambil limbah warga dipatok jam berapa ya pagi harinya? Biar saya bisa menyesuaikan buat ngeluarin sisa bungkus makanan dari dalam kosan.",Rendah,llm_generated
ID-0835,"Permisi bapak ibu kelurahan, mau tanya prosedur pembuangan barang ukuran besar. Kalau di kosan depan SMA Muhammadiyah 3 Wirobrajan ada sisa kasur busa rusak, apa bisa langsung diangkut pas jadwal rutin besok atau harus pesan armada pickup khusus ya?",Rendah,llm_generated
ID-0836,"Gila ini ga make sense! Di sepanjang Jln Imogiri Barat KM 7 ada yg sengaja ngebuang limbah medis ilegal dlm kresek item! Isinya jarum suntik bekas sm botol infus berserakan neng pinggir dalan. Ini super toxic dan bahaya bgt nularin penyakit, aparat tolong amankan skrg!",Tinggi,llm_generated
ID-0837,"DARURAT DAMKAR! Ada oknum ngebakar tumpukan plastik segunung di lahan kosong blkng area Kraton dpn Alun-alun Selatan. Apinya jilat-jilat nambah gede bgt, angin kenceng bawa bara api terbang ke genteng rumah warga. Tolong damkar dan aparat lgsg meluncur skrg jg sblm merembet!",Tinggi,llm_generated
ID-0838,"Hadeuh min, warga neng jalan masuk Perum Catur Tunggal kelakuannya pd minus bgt sih. Msh ada aja yg lempar kresek di luar kontainer yg udh disediain. Lama2 jd numpuk mbleber di aspal sm bau asem jg. Tolong dong pak RT ngasih plang denda ben ra mbuang sembarangan lg.",Sedang,llm_generated
ID-0839,"Permisi lur lapor, neng ngarep Terminal Giwangan sisi barat kuwi enek bbrp karung sisa catering hajatan sing ditelehke neng pinggir dalan awit wingi bengi. Ambune jian mulai kecut nyengat bgt lho keno panas srengenge. Tolong bsk isuk-isuk bgt udh ada armada pick-up yg narik yak.",Sedang,llm_generated
ID-0840,Ini bener-bener butuh gerebekan polisi woi! Warga area Prawirotaman Mergangsan bnyk yg dilarikan ke dokter gara2 sesak napas akut sm mata pedih berair. Kuat dugaan asalnya dari asap toxic pembakaran sampah liar yg tiap malem diobong neng kene. Tangkap pelakunya pak!,Tinggi,llm_generated
ID-0841,"Halo min, gue dr Jln Magelang masuk Tegalrejo rep ngeluh sitik. Iki lho ono tumpukan limbah rumahan sing ra dilebokne neng njero bak, dadi malah ngegeletak 3 dinan. Jujurly udh mulai mambu asem bgt trs laler ijo ne jian mbrubul. Tolong dikoordinasikan sm mas armada ben ndang diangkut.",Sedang,llm_generated
ID-0842,"Tolong BPBD sm aparat merapat ke perempatan Jln Kenari Kota Baru skrg! Pasca banjir bandang kmrn, lumpur tebel nyampur sm gunungan sampah busuk menuhin jalanan warga ngga ada yg ngevakuasi! Baunya toxic bgt bikin balita sesak napas, ini darurat KLB woi evakuasi skrg!",Tinggi,llm_generated
ID-0843,"Nyuwun sewu bapak, ini tumpukan kresek di daerah kos Klebengan Caturtunggal udah bikin akses gang jd sempit bgt. Motor matic aja susah lewat krn makan jalan paving. Emg blm bahaya bgt sih, tp sumpah bikin ga nyaman ngerusak estetika. Minta tolong bsk diangkutin nggih.",Sedang,llm_generated
ID-0844,"Anjir ini super disgusting bgt! Got di daerah Kotagede blkng Pasar Gedhe mampet parah trs meluap bawa sampah2 busuk lgsg ke dalem teras rumah warga semalem! Baunya toxic bgt ga ketulungan, lumpur itemnya nempel dmn2. Tolong BPBD ato PU ksh tim evakuasi pengerukan skrg jg!",Tinggi,llm_generated
ID-0845,"Permisi min, numpang nanya info dong. Kalau buat warga area pertigaan Jalan Krasak Wirobrajan mau buang rak kayu kecil yang sudah lapuk itu SOP pembuangannya bagaimana ya? Boleh langsung ditaruh pinggir jalan pas jadwal lewat atau tidak ya biar tidak menyalahi aturan.",Rendah,llm_generated
ID-0846,"Halo lur, saya dari pinggiran Jalan Bantul KM 5 dekat pom bensin mau tanya prosedur buang barang ukuran lumayan gede. Kalau ada lemari kayu rusak itu prosedurnya bagaimana ya? Apa bisa ditaruh pas jadwal gerobak keliling desa masuk gang besok pagi?",Rendah,llm_generated
ID-0847,"Woi aparat tlg turun lapangan skrg jg! Iki gawat bgt neng perempatan Bambanglipuro arah Samas, tumpukan limbah udh membludak ngeblokir aspal smp dalane mung iso dilewati sak arah! Motor sm mobil pd emosi gontok-gontokan anjir. Tolong evakuasi pake alat berat skrg sblm macet total ngga karuan!",Tinggi,llm_generated
ID-0848,"Aduh jujurly bau bgt lho klo lwt dpn Gang Srikandi 5 Jetis Yogyakarta siang ini. Kelihatanne kontainer TPS udh bener-bener overload tp armadane ga mampir-mampir narik dr kmrn. Tolong di-push mas gerobake ben ditarik dhisik jadwal e nggih, mambu asem e jian ngganggu bgt bikin mual.",Sedang,llm_generated
ID-0849,"Lapor min, iki lho kontainer penampungan neng Perum Griya Banguntapan Indah blok B udh full overcapacity dr wingi sore. Bau kecut organiknya literally bikin pedagang makanan keliling pd ngeluh krn pembelinya kabur ngga mau jajan dkt situ. Tolong diprioritaskan jadwal angkutnya ya mas ben ra kumuh.",Sedang,llm_generated
ID-0850,"Anjir ini super disgusting bgt sumpah! Got di sepanjang Jln Parangtritis KM 12 mampet parah trs meluap bawa kresek sampah2 busuk lgsg ke dalem teras rumah warga pas ujan semalem! Baunya toxic bgt ga ketulungan, lumpur itemnya nempel dmn2. Tolong BPBD ato PU ksh tim pengerukan skrg jg!",Tinggi,llm_generated
ID-0851,"Pagi min, gue mau nanya jadwal armada dari warga sepanjang Jalan Parangtritis KM 12. Kalau buat rute permukiman sini tuh bapak tim kebersihan biasanya standby keliling jam berapa sih? Biar warga tidak salah prediksi jam pas mau menaruh keranjang di luar pekarangan.",Rendah,llm_generated
ID-0852,"Njir darurat parah! Neng ngarep Pasar Gamping Tridadi saluran irigasi sawah buntu total disumbat gunungan kresek liar! Air comberane mbleber deres masuk ke sawah, pari sing lagi ijo lgsg mati bosok kerendam limbah pasar! Petani kene pd rugi jutaan woi, tolong PU keruk saiki jg sblm diamuk masa!",Tinggi,llm_generated
ID-0853,"Nyuwun sewu min, mau tanya info layanan dinas nih. Kalau warga di Jalan Veteran pas depan BNN Kota ingin langganan layanan pickup limbah rutin per bulan, birokrasinya harus menghubungi kemana ya? Soalnya kami bingung harus daftar ke kelurahan atau bisa langsung ke petugas gerobak.",Rendah,llm_generated
ID-0854,"Hai permisi pak kades, mau nanya informasi jadwal dong. Di area depan Pasar Niten Bantul yang mepet masjid itu jadwal rutinitas truk masuk gang hari apa saja ya? Mumpung sisa organik dapur belum banyak pengen langsung dititip biar ngga menumpuk di dalam pekarangan.",Rendah,llm_generated
ID-0855,"Halo lur, cuma mau tanya kepastian jadwal pengangkutan armada gerobak dari kawasan jalan masuk desa Dlingo Mangunan. Biasanya bapak petugas itu rutinitas lewat sini jam berapa ya? Saya pengen siap-siap menaruh sisa bungkus jajan biar tidak tertinggal ditarik bapak petugas kebersihan.",Rendah,llm_generated
ID-0856,"Woi pemkot tlg melek matane! Kita warga Jln Taman Siswa Mergangsan udh nunggu lebih dr sebulan tp satupun armada truk ga ada yg ngetok! Skrg kondisinya literally krisis parah, tumpukan kresek di tiap RT udh luber berceceran sm bau bangkai neng ngendi-endi. Tolong damtruck raksasa turun tangan evakuasi saiki!",Tinggi,llm_generated
ID-0857,"Selamat pagi min, saya dari area Seturan Raya dekat outlet McD mau konfirmasi jadwal layanan. Untuk besaran iuran retribusi kebersihan per bulan khusus untuk bangunan kos itu apakah ada patokan tarif resminya sebelum kami mulai mendaftarkan kosan ini ke mas petugas pengangkut?",Rendah,llm_generated
ID-0858,"Woi lur, neng pertigaan Jln Solo KM 11 Kalasan tumpukan kresek e udh mbleber nutupin trotoar aspal ki. Pejalan kaki dadi repot kudu ngalah mudhun menyang dalan raya sing kendaraane padet bgt ngebut-ngebut. Emang blm darurat macet, tp ngganggu hak jalan bgt lho. Tolong ditarik sgr armadanya nggih.",Sedang,llm_generated
ID-0859,"Pagi min, ngabarin dari area Kraton depan Alun-alun Selatan. Kalau semisal saya mau membuang limbah barang bekas ukuran besar kayak dipan kayu yang sudah tidak terpakai, itu prosedur SOP dari dinasnya bagaimana ya supaya aman ditarik sama mas petugas pas jadwal lewat?",Rendah,llm_generated
ID-0860,"Halo min, gue mau nanya info operasional sebagai warga belakang kampus UII Tempel Sleman. Kalau buat jadwal rutinitas armada pickup desa itu kelilingnya tiap hari apa sih? Warga RT sini ingin banget memastikan jadwal buat besok pagi kalau misal bapaknya lewat narik kresek.",Rendah,llm_generated
ID-0861,"Selamat siang lur, gue dr kawasan Jln Kaliurang KM 14 area Pakem rep ngeluh sitik. Iki lho ono tumpukan sampah rumahan sing ra dilebokne neng njero bak, dadi malah ngegeletak neng aspal wis 3 dinan. Jujurly udh mulai mambu asem bgt trs laler ijo ne mbrubul. Tolong dikoordinasikan sm mas armada ben ndang diangkut.",Sedang,llm_generated
ID-0862,Ini bener-bener butuh gerebekan aparat woi! Warga blkng Ps Demangan Gondokusuman bnyk yg dilarikan ke puskesmas gara2 sesak napas akut sm mata pedih berair. Kuat dugaan asalnya dari asap toxic pembakaran sampah liar yg tiap malem diobong neng kebon kene. Tangkap pelakunya pak sblm pd mati!,Tinggi,llm_generated
ID-0863,"Lapor pak polisi dan aparat perda! Di daerah Berbah Sleman dkt Candi Kalasan ada mafia pengepul barang rongsok yg egois bgt. Tiap sore nyortir rosok trs sisa plastiknya dibakar gede bgt. Asep toxicnya lgsg ngebul msk ke dlm kelas sekolah sebelahnya anjir! Murid2 smp batuk2 kepedihan mata, ini ilegal woi tlg segel lapaknya!",Tinggi,llm_generated
ID-0864,"Sugeng enjing min, gue perwakilan warga pertigaan Jalan Wahid Hasyim Condong Catur mau tanya prosedur buang meja belajar rusak. Kalau pengen ngebuang barang kayak gitu aturannya gimana ya biar ngga nyalahi aturan lingkungan? Apa bisa ditaruh pinggir jalan pas jadwal lewat atau harus sewa pickup?",Rendah,llm_generated
ID-0865,"Aduh ini darurat bgt woi BPBD! Drainase selokan pas dpn Jln Magelang KM 9 dkt SPBU mampet parah disumbat jutaan sampah plastik. Ujan bentar doang semalem lgsg air gotnya meluap masuk ngerendem rumah2 warga. Baunya gila bgt kyk comberan bosok, tolong datengin alat pengeruk skrg sblm makin tenggelam!",Tinggi,llm_generated
ID-0866,"Permisi min, nanya prosedur operasional dong. Kalau buat anak kos di kawasan Ngaglik Sleman dekat Pasar Rejodani mau ikutan langganan bayar retribusi sampah bulanan itu daftarnya ke mana ya? Rombongan anak kos pengen banget biar sisa bungkusan makanan bisa rutin ditarik sama petugas gerobak dorong.",Rendah,llm_generated
ID-0867,"Gila ini ga make sense anjir! Di area Ngaglik Sleman dkt Ps Rejodani ada yg sengaja ngebuang limbah medis ilegal dlm kresek item logo biohazard! Isinya jarum suntik bekas sm botol infus berserakan neng pinggir dalan kampung. Ini super toxic dan bahaya bgt nularin penyakit, satpol pp tolong amankan skrg!",Tinggi,llm_generated
ID-0868,"Min, gue butuh update fix jadwal pengangkutan armada di sepanjang Jln Imogiri Barat KM 7 nih. Udh delay 3 harian dr normalnya anjir. Tumpukannya udh mulai bau asem trs berjejer ngga estetik bgt di bbrp spot aspal. Tolong di-follow up dong ke pihak armada pengangkut ASAP ben ra tambah numpuk.",Sedang,llm_generated
ID-0869,"Halo mas admin, warga Gang Srikandi 5 Jetis Yogyakarta pd rasan-rasan ngeluh bau kurang sedap dr bak penampungan nih. Kapasitas TPS-nya udh kepenuhan tp truk pengangkutnya blm nongol-nongol jg awit wingi. Emang blm meluber parah sih, tp cukup ngeganggu kenyamanan ambegan. Tolong besok armadanya diduluin mampir ya.",Sedang,llm_generated
ID-0870,"Hadeuh min, warga di perempatan Janti arah Banguntapan kelakuannya pd minus bgt sih. Msh ada aja oknum yg lempar kresek di luar kontainer pdhl msh muat. Lama2 jd numpuk mbleber di aspal sm bau asem jg lho klo awan. Tolong dong pak RT ngasih plang MMT denda ato ditegur lgsg pas ketahuan ben kapok.",Sedang,llm_generated
ID-0871,"Nyuwun sewu mas petugas, neng Jln Moses Gatotkaca Gamping iki kelakuan warga isih pd nyampur limbah basah sm kering neng tong sing podo. Bau organike udh mulai ngabar nih klo siang bolong. Kalo armada bisa mampir besok mending lgsg diangkut aja min ben ra marai mumet cah-cah kosan sing lewat.",Sedang,llm_generated
ID-0872,"Hei min, gue dari kawasan Jalan Veteran pas depan BNN Kota nih. Nanya soal prosedur dong, kalau ada potongan bambu sisa pekarangan itu hitungannya masuk limbah yang diangkut rutin sama mas gerobak atau harus booking armada pickup khusus dulu ya ke dinas terkait?",Rendah,llm_generated
ID-0873,"Pagi min, ngabarin dari Jalan Sutomo Gondokusuman belakang UNY nih. Mau tanya jadwal masuk truk sampah buat warga perumahan di sini. Biar saya tidak telat mengeluarkan plastik kresek ke jalan, biasanya patokan jam ditariknya itu sekitar jam berapa ya bapak petugas lewatnya?",Rendah,llm_generated
ID-0874,"Aduh iki darurat tenan woi BPBD! Drainase selokan neng area Ngaglik Sleman dkt Ps Rejodani mampet parah disumbat jutaan sampah plastik sisa bakulan. Ujan bentar doang semalem lgsg air gotnya meluap masuk ngerendem rumah2 warga. Baunya toxic gila bgt kyk comberan bosok, tolong datengin pengeruk skrg sblm makin tenggelam!",Tinggi,llm_generated
ID-0875,"Lapor lur, tumpukan kresek neng mburi Jln Veteran pas dpn BNN Kota wis mulai ngumpul akeh tenan ra karuan. Warga sekitar sbnrnya udh pd ngomel krn bau asemnya, tp bingung rep lapor kmana krn ga ada RT yg incharge. Tolong dikoordinasikan pengangkutane nggih mas trs dikasih plang denda pisan ben ra dibaleni.",Sedang,llm_generated
ID-0876,"Halo min, gue warga area perempatan Jalan Jlagran Tegalrejo. Mau konsul bentar tentang limbah pekarangan. Kalau misal habis menyapuin daun kering seember kecil dari kebun rumah, itu bakal otomatis diangkut sama mas gerobak rutin keliling, atau harus pesan layanan pickup khusus dari dinas?",Rendah,llm_generated
ID-0877,"Permisi bapak ibu perangkat wilayah, mau nanya prosedur logistik nih. Warga kampung di sekitar belakang Pasar Imogiri lama kalau mau membuang barang bekas ukuran besar seperti rak sepatu lapuk itu aturannya bagaimana ya? Apakah bisa sekalian diangkut truk kebersihan saat jadwal reguler tiba?",Rendah,llm_generated
ID-0878,"Permisi mas, iki neng mburine Ps Demangan Gondokusuman selokane mulai mampet kebekan plastik jajan sm godhong garing. Banyu ne dadi mandeg ngembeng rodo butek, nek bengi dadi sarang nyamuk kebun sing guedi-gede. Emang blm mbleber banjir sih, tp tolong mas sapu dikoordinasike ngeruk got e nggih ben lancar milih banyune.",Sedang,llm_generated
ID-0879,"Selamat pagi min, saya perwakilan warga kawasan Jalan Taman Siswa Mergangsan mau tanya info jadwal operasional. Kalau untuk penarikan gerobak sampah hari Senin itu biasanya masuk gang kampung jam berapa ya? Biar kami bisa ngeluarin plastik sisa liburan di depan pagar tanpa takut kelewatan.",Rendah,llm_generated
ID-0880,"Pagi min, ngabarin dari area Pasar Kranggan Gondokusuman nih. Mau tanya prosedur buang barang ukuran lumayan gede. Kalau misal saya mau ngebuang rak kayu bekas jualan yang udah reyot, itu bisa langsung ditaruh di pinggir jalan biar diangkut truk atau harus pesan layanan pickup dinas?",Rendah,llm_generated
ID-0881,"Njir iki gawat pol darurat dinkes! Neng area Ps Kranggan Gondokusuman air lindi item dari bak TPS bocor ngalir tajem ke selokan permukiman. Sumur resapan warga terancam kecemar limbah beracun bauk bangkai iki! Tolong dinas terkait bawa truk penyedot skrg, warga udh resah bgt airnya ga bisa dipake masak!",Tinggi,llm_generated
ID-0882,"Numpang tanglet lur admin kelurahan, misal warga domisili area Jalan Magelang masuk Tegalrejo mau membuang sisa kardus bekas paketan yang ukurannya lumayan makan tempat, itu prosedurnya gimana ya? Apa bisa ditaruh bareng keranjang biasa di luar biar sekalian diangkut sama mas gerobak pas jadwal keliling?",Rendah,llm_generated
ID-0883,"Permisi mas petugas, iki neng sepanjang Jln Imogiri Barat KM 7 selokane mulai mampet kebekan sampah plastik sm botol garing. Banyu ne dadi mandeg ngembeng, nek bengi dadi sarang nyamuk kebun sing nggateli bgt. Emang blm mbleber dadi banjir sih, tp tolong mas sapu dikoordinasike ngeruk got e nggih ben resik sisan.",Sedang,llm_generated
ID-0884,"Lapor darurat satpol pp sm dishub! Di lingkungan RT 03 Sedayu Argomulyo ada penumpukan sampah sisa konstruksi asbes sm bata dicampur kresek domestik neng pinggir aspal. Udh nutupin setengah badan jalan raya bikin macet ngga ngotak! Material beratnya bahaya bgt anjir buat pejalan kaki sm motor, tlg evakuasi pake alat berat skrg!",Tinggi,llm_generated
ID-0885,Gila ini beneran parah abis! Air lindi warna item legam dari TPS ruko Seturan deket Indomaret udah mbleber deres masuk ke sawah warga. Padi yang lagi ditanam literally mati menguning kena limbah toxic itu. Petani kene rugi bandar dan udah emosi tingkat dewa. Tolong instansi terkait segera turun ke lapangan ganti rugi dan benerin tanggulnya!,Tinggi,llm_generated
ID-0886,"Selamat siang admin, mohon perhatiannya untuk area Jalan Magelang KM 9 dekat SPBU. Masih banyak warga yang tidak disiplin dan membuang sampah di luar jadwal pengangkutan. Akibatnya tumpukan menumpuk berhari-hari sebelum truk datang. Mohon diberikan sosialisasi ulang atau pasang spanduk peringatan agar lingkungan tetap rapi.",Sedang,llm_generated
ID-0887,"Nyuwun sewu pak admin, kulo saking warga Jalan Taman Siswa Mergangsan mau nanya kepastian rutinitas armada pengangkut untuk minggu ini. Biar ngga miskomunikasi dengan tetangga, bapak petugasnya niku rutinitase lewat mriki dinten nopo mawon nggih? Kulo ajeng siap-siap naruh sisa sampah resik-resik mumpung dereng katah.",Rendah,llm_generated
ID-0888,"Lapor bapak/ibu petugas, di dekat dusun Sambisari Purwomartani Kalasan ada tumpukan daun kering dan sisa ranting bekas pangkas pohon yang dibiarkan di pinggir jalan. Sudah hampir seminggu belum diangkut. Sekarang malah jadi sarang nyamuk dan serangga. Mohon dikoordinasikan dengan armada pengangkut sampah taman ya pak.",Sedang,llm_generated
ID-0889,"Tolong segera dikirimkan bantuan ke Ngaglik Sleman dekat Pasar Rejodani! Pasca banjir kemarin, tumpukan sampah bercampur lumpur berserakan di mana-mana dan belum tersentuh armada kebersihan sama sekali. Baunya sangat busuk menyengat dan mulai memicu penyakit. Warga sangat resah, ini kondisi darurat yang butuh penanganan hari ini juga!",Tinggi,llm_generated
ID-0890,"Halo min, gue perwakilan warga dari sepanjang Ring Road Utara sebelah UGM nih. Mau nanya prosedur langganan iuran persampahan bulanan khusus buat perumahan warga itu daftarnya langsung ke mas petugas kebersihan atau harus ngisi formulir ke RT dulu ya? Biar sisa kresek rutin ditarik.",Rendah,llm_generated
ID-0891,"Sugeng enjing pak RT lan pengurus desa, kulo warga saking sepanjang Jalan Parangtritis KM 12 badhe tanglet info jadwal. Armada truk pengangkut ingkang biyasane lewat mriki niku rutinitase jam pinten nggih? Kulo ajeng naruh kresek cilik neng ngarep pager ben ra telat diangkut bapak petugas.",Rendah,llm_generated
ID-0892,"Lapor instansi terkait, pengelola pembuangan sampah di depan Pasar Niten Bantul bekerja sangat asal-asalan! Limbah cair hitam pekat berbau busuk dengan sengaja dibuang langsung ke aliran kali kecil di depan rumah warga. Sekarang sungainya jadi mampet dan baunya tidak tertahankan. Ini pencemaran lingkungan, tolong ditindak tegas pelakunya!",Tinggi,llm_generated
ID-0893,Sumpah ya ini ngga bisa ditolerir lagi anjir! Di Jalan Moses Gatotkaca Gamping ada oknum sinting yg ngelakuin pembakaran sampah B3 ilegal tiap sore. Asapnya item pekat dan nyengat bgt bikin mata pedih. Warga sekitarnya udh bnyk yg batuk kronis sesek napas. Tolong satpol pp ato polisi lgsg grebek aja sblm makin parah!,Tinggi,llm_generated
ID-0894,"Bapak/Ibu pimpinan daerah, kami warga di pertigaan Jalan Wahid Hasyim Condong Catur sudah menunggu lebih dari sebulan namun armada kebersihan tidak kunjung datang. Kondisi sekarang sudah menjadi krisis darurat. Tumpukan sampah di setiap RT meluber ke jalan dan bau busuk menyebar ke mana-mana. Tolong segera atasi permasalahan ini!",Tinggi,llm_generated
ID-0895,"Pak admin tolong, kahanan neng ngarep Pasar Rejodani Ngaglik saiki kritis! Bau bosok soko got sing mampet kebekan sampah wis ra ketulungan maneh. Laler ijo pating clewer mabur mlebu menyang warung-warung makan kene. Iki bahaya banget kagem kesehatan warga lan pelanggan, tulung ndang disedot banyune saiki!",Tinggi,llm_generated
