id_laporan,teks_laporan,label_prioritas,sumber_data,teks_bersih,label
ID-0561,"Lur admin desa, tolong dikoordinasikan sama satpol pp atau warga terkait ya. Di pinggiran aspal Gang Srikandi 5 Jetis Yogyakarta ada penumpukan material sisa renovasi bangunan campur asbes dan bata yang disatukan sama kresek-kresek rumah tangga. Posisinya lumayan makan tempat jalanan gang dan limbah plastiknya udah mulai ngeluarin bau ngga enak. Tolong petugas armadanya dicek dan diinstruksikan buat ngeksekusi pengangkutan puing plus limbah itu.",Sedang,llm_generated,"lur admin desa, tolong dikoordinasikan sama satpol pp atau warga terkait ya. di pinggiran aspal gang srikandi 5 jetis yogyakarta ada penumpukan material sisa renovasi bangunan campur asbes dan bata yang disatukan sama kresek-kresek rumah tangga. posisinya lumayan makan tempat jalanan gang dan limbah plastiknya udah mulai ngeluarin bau ngga enak. tolong petugas armadanya dicek dan diinstruksikan buat ngeksekusi pengangkutan puing plus limbah itu.",1
ID-1370,"Sapi ucul mlayu neng tengah dalan ringroad kidul min, bikin geger pengendara. Sapi gedi warna coklat kayake ucul soko bak mobil pick up sing arep nggowo menyang pasar kewan. Mobil do ngerem mendadak wedi nabrak sapine. Butuh wektu sejam luwih nggo warga lan polisi nggiring sapine minggir.",Unknown,merapi_uncover,"sapi ucul mlayu neng tengah dalan ringroad kidul min, bikin geger pengendara. sapi gedi warna coklat kayake ucul soko bak mobil pick up sing arep nggowo menyang pasar kewan. mobil do ngerem mendadak wedi nabrak sapine. butuh wektu sejam luwih nggo warga lan polisi nggiring sapine minggir.",3
ID-0318,"Lapor pak polisi lalu lintas, di ruas Jalan Parangtritis KM 2 ada gundukan puing sisa renovasi beton yang dicampur karung-karung sampah dapur memakan setengah aspal badan jalan. Keberadaannya jadi biang kerok kemacetan dan antrean kendaraan memanjang setiap jam berangkat kerja pagi. Tolong hubungi pihak terkait untuk diangkut segera!",Tinggi,llm_generated,"lapor pak polisi lalu lintas, di ruas jalan parangtritis km 2 ada gundukan puing sisa renovasi beton yang dicampur karung-karung sampah dapur memakan setengah aspal badan jalan. keberadaannya jadi biang kerok kemacetan dan antrean kendaraan memanjang setiap jam berangkat kerja pagi. tolong hubungi pihak terkait untuk diangkut segera!",2
ID-0115,Tolong manajemen operasional truk sampah dievaluasi. TPS komunal Wirobrajan kondisinya sudah sangat overkapasitas dan meluber parah. Sejak Rabu kemarin armada sama sekali tidak muncul. Lalat dan baunya makin menggila menyiksa warga sekitar.,Tinggi,llm_generated,tolong manajemen operasional truk sampah dievaluasi. tps komunal wirobrajan kondisinya sudah sangat overkapasitas dan meluber parah. sejak rabu kemarin armada sama sekali tidak muncul. lalat dan baunya makin menggila menyiksa warga sekitar.,2
ID-0193,"Halo admin kebersihan, minta tolong pesen ke bapak petugas gerobak yang keliling ya. Besok pas ambil jatah, tolong sekalian bawa sapu lidi buat bersihin sisa-sisa plastik kecil yang bertebaran ditiup angin di sekitar bak penampungan utama kampung.",Sedang,llm_generated,"halo admin kebersihan, minta tolong pesen ke bapak petugas gerobak yang keliling ya. besok pas ambil jatah, tolong sekalian bawa sapu lidi buat bersihin sisa-sisa plastik kecil yang bertebaran ditiup angin di sekitar bak penampungan utama kampung.",1
ID-0054,"Pak Bupati, warga sini beneran udah nyerah sama polusi bau dari TPST Tamanmartani. Udah hampir sebulan penuh tumpukannya ga diangkut sama sekali. Warga banyak yang mulai mual, pusing, sampai diare. Besok harus ada armada yang turun!",Tinggi,llm_generated,"pak bupati, warga sini beneran udah nyerah sama polusi bau dari tpst tamanmartani. udah hampir sebulan penuh tumpukannya ga diangkut sama sekali. warga banyak yang mulai mual, pusing, sampai diare. besok harus ada armada yang turun!",2
ID-0362,"Mas admin desa, warga Patangpuluhan lagi butuh kejelasan informasi nih. Sepanjang minggu kemarin armada truk ngga masuk ke kampung sama sekali tanpa ada edaran pemberitahuan. Alhasil limbah domestik warga numpuk dua kali lipat dan mulai mengeluarkan bau. Kami minta konfirmasi pasti kapan jadwal pengangkutan gantinya?",Sedang,llm_generated,"mas admin desa, warga patangpuluhan lagi butuh kejelasan informasi nih. sepanjang minggu kemarin armada truk ngga masuk ke kampung sama sekali tanpa ada edaran pemberitahuan. alhasil limbah domestik warga numpuk dua kali lipat dan mulai mengeluarkan bau. kami minta konfirmasi pasti kapan jadwal pengangkutan gantinya?",1
ID-0485,"Permisi bapak petugas gerobak keliling, ngasih aba-aba buat rute besok pagi ya. Saya baru selesai beberes gudang dan mau naruh tumpukan buku pelajaran bekas yang udah saya tali rapi di depan teras Jalan Bimosari RT 02. Mohon keikhlasannya buat diangkut masuk truk sekalian ya pak.",Rendah,llm_generated,"permisi bapak petugas gerobak keliling, ngasih aba-aba buat rute besok pagi ya. saya baru selesai beberes gudang dan mau naruh tumpukan buku pelajaran bekas yang udah saya tali rapi di depan teras jalan bimosari rt 02. mohon keikhlasannya buat diangkut masuk truk sekalian ya pak.",0
ID-0014,"Sebagai guru di SLB N 2 Bantul, saya sangat mengeluhkan lokasi pembuangan sampah di sebelah sekolah. Aktivitas belajar terhenti karena bau busuknya masuk ke kelas. Tolong segera ditindak.",Tinggi,berita,"sebagai guru di slb n 2 bantul, saya sangat mengeluhkan lokasi pembuangan sampah di sebelah sekolah. aktivitas belajar terhenti karena bau busuknya masuk ke kelas. tolong segera ditindak.",2
ID-0571,"Permisi pengelola desa, saya warga sekitaran Pasar Cebongan Sleman mau nanya info operasional dong. Kalau jadwal mas gerobak yang rutinitas muterin permukiman warga dekat pasar itu hari apa aja ya kelilingnya? Biar saya ngga kelewatan jadwal pas mau ngeluarin keranjang plastik.",Rendah,llm_generated,"permisi pengelola desa, saya warga sekitaran pasar cebongan sleman mau nanya info operasional dong. kalau jadwal mas gerobak yang rutinitas muterin permukiman warga dekat pasar itu hari apa aja ya kelilingnya? biar saya ngga kelewatan jadwal pas mau ngeluarin keranjang plastik.",0
ID-0339,"Permisi bapak ibu pengurus desa, cuma mau update kondisi lapangan nih. Tong sampah komunal ukuran besar yang ditaruh di depan balai RT 09 Suryatmajan kapasitasnya udah mau penuh semua sore ini. Biar besok ngga pada meluber jatuh ke tanah, tolong diprioritaskan pengambilannya di shift pertama ya.",Sedang,llm_generated,"permisi bapak ibu pengurus desa, cuma mau update kondisi lapangan nih. tong sampah komunal ukuran besar yang ditaruh di depan balai rt 09 suryatmajan kapasitasnya udah mau penuh semua sore ini. biar besok ngga pada meluber jatuh ke tanah, tolong diprioritaskan pengambilannya di shift pertama ya.",1
ID-0476,"Lapor mas petugas kebersihan wilayah, ini ada tumpukan kardus sisa paket e-commerce sama gulungan bubble wrap di pinggiran aspal Jalan Pramuka Depok Sleman. Udah hampir 3 hari ngga ada tanda-tanda mau disapu atau diangkut. Memang ngga bau busuk sih, tapi kalau ngga segera diberesin takutnya malah mengundang pemotor buang sampah beneran disitu.",Sedang,llm_generated,"lapor mas petugas kebersihan wilayah, ini ada tumpukan kardus sisa paket e-commerce sama gulungan bubble wrap di pinggiran aspal jalan pramuka depok sleman. udah hampir 3 hari ngga ada tanda-tanda mau disapu atau diangkut. memang ngga bau busuk sih, tapi kalau ngga segera diberesin takutnya malah mengundang pemotor buang sampah beneran disitu.",1
ID-1095,"Mohon izin menyampaikan keluh kesah saya selama bertahun-tahun, berangkat dan pulang kerja lewat jalan Magelang. saya sering kali hampir nabrak mobil atau motor yang putar balik sembarangan di Jalan magelang(utara jombor). padahal sudah jelas Ada rambu nya untuk dilarang putar balik di situ, bahkan sering sekali dibantu muter pak ogah.",Unknown,berita,"mohon izin menyampaikan keluh kesah saya selama bertahun-tahun, berangkat dan pulang kerja lewat jalan magelang. saya sering kali hampir nabrak mobil atau motor yang putar balik sembarangan di jalan magelang(utara jombor). padahal sudah jelas ada rambu nya untuk dilarang putar balik di situ, bahkan sering sekali dibantu muter pak ogah.",3
ID-0053,"Halo admin, tolong sampaikan ke petugas kebersihan. Depo Timoho kondisinya udah parah parah banget, sampahnya tumpah ruah nutupin aspal jalan raya. Kemarin sore malah ada ibu-ibu numpak beat kepeleset plastik sampah sampai njungkel luka-luka.",Tinggi,llm_generated,"halo admin, tolong sampaikan ke petugas kebersihan. depo timoho kondisinya udah parah parah banget, sampahnya tumpah ruah nutupin aspal jalan raya. kemarin sore malah ada ibu-ibu numpak beat kepeleset plastik sampah sampai njungkel luka-luka.",2
ID-1270,"Hati hati lur modus penipuan online shop cod makin nekat. Tetangga saya di bantul baru aja bayar paket ratusan ribu ke kurir padahal dia ngga merasa pesen barang itu. Pas dusnya dibuka ternyata isinya cuma potongan kardus bekas dan batu koral. Kurirnya ditelpon udah ngga aktif lagi nomornya, tolong ingatkan keluarga di rumah jangan asal bayar paket yang ngga jelas pengirimnya.",Unknown,merapi_uncover,"hati hati lur modus penipuan online shop cod makin nekat. tetangga saya di bantul baru aja bayar paket ratusan ribu ke kurir padahal dia ngga merasa pesen barang itu. pas dusnya dibuka ternyata isinya cuma potongan kardus bekas dan batu koral. kurirnya ditelpon udah ngga aktif lagi nomornya, tolong ingatkan keluarga di rumah jangan asal bayar paket yang ngga jelas pengirimnya.",3
ID-1251,"Mau ngeluh soal pelayanan puskesmas depok, perawat yang jaga di poli gigi judes banget pas ditanya jadwal dokter. Padahal saya nanya baik baik pakai bahasa krama tapi dijawabnya sambil buang muka dan ketus banget. Tolong sdmnya dievaluasi lagi.",Unknown,manual_curation,"mau ngeluh soal pelayanan puskesmas depok, perawat yang jaga di poli gigi judes banget pas ditanya jadwal dokter. padahal saya nanya baik baik pakai bahasa krama tapi dijawabnya sambil buang muka dan ketus banget. tolong sdmnya dievaluasi lagi.",3
ID-1005,"Di Jalan Mangkubumi depan pertokoan ada drainase yang mulai mampet sampah. Airnya agak tergenang, kalau malem banyak nyamuk. Belum sampe banjir tapi tolong segera dicek dan dibersihkan salurannya ya.",Sedang,llm_generated,"di jalan mangkubumi depan pertokoan ada drainase yang mulai mampet sampah. airnya agak tergenang, kalau malem banyak nyamuk. belum sampe banjir tapi tolong segera dicek dan dibersihkan salurannya ya.",1
ID-0721,"Permisi bapak ibu kelurahan, mau nanya info lingkungan nih. Kalo semisal warga UII Tempel Sleman rep daftar dadi nasabah resmi bank sampah desone, iku prosedure kudu ngisi form menyang kelurahan opo lgsg lapor koordinator nggih?",Rendah,llm_generated,"permisi bapak ibu kelurahan, mau nanya info lingkungan nih. kalo semisal warga uii tempel sleman rep daftar dadi nasabah resmi bank sampah desone, iku prosedure kudu ngisi form menyang kelurahan opo lgsg lapor koordinator nggih?",0
ID-0039,"Halo min, Depo Ambarketawang kan statusnya ditutup sementara, tapi warga tetap nekat ngelempar plastiknya ke depan pagar sampai numpuk tinggi. Tolong ditempatkan petugas jaga buat ngelarang warga buang disitu.",Sedang,berita,"halo min, depo ambarketawang kan statusnya ditutup sementara, tapi warga tetap nekat ngelempar plastiknya ke depan pagar sampai numpuk tinggi. tolong ditempatkan petugas jaga buat ngelarang warga buang disitu.",1
ID-0458,"Permisi mas-mas armada pengangkut, sekadar mengingatkan aja nih. Fasilitas tong komunal ukuran besar di area halaman kantor RT 01 Jalan Cendana sore ini posisinya sudah terisi nyaris penuh. Biar besok ngga sampai berhamburan meluber ke aspal, kami minta tolong banget jadwal pengosongannya diprioritaskan di shift pagi ya.",Sedang,llm_generated,"permisi mas-mas armada pengangkut, sekadar mengingatkan aja nih. fasilitas tong komunal ukuran besar di area halaman kantor rt 01 jalan cendana sore ini posisinya sudah terisi nyaris penuh. biar besok ngga sampai berhamburan meluber ke aspal, kami minta tolong banget jadwal pengosongannya diprioritaskan di shift pagi ya.",1
ID-0377,"Permisi admin, saya mahasiswa rantau yang ngekos di seputaran Selokan Mataram. Mau tanya kepastian jadwal penarikan nih, sampah di gang kami kok udah 4 hari ga ditarik ya? Memang belum darurat meluber sih, tapi limbah sisa lauknya udah mulai ngeluarin bau asem. Minta tolong besok diangkut ya mas.",Sedang,llm_generated,"permisi admin, saya mahasiswa rantau yang ngekos di seputaran selokan mataram. mau tanya kepastian jadwal penarikan nih, sampah di gang kami kok udah 4 hari ga ditarik ya? memang belum darurat meluber sih, tapi limbah sisa lauknya udah mulai ngeluarin bau asem. minta tolong besok diangkut ya mas.",1
ID-0409,"Halo bapak ibu kelurahan, nanya info bentar dong. Kalau armada yang biasa keliling ambil limbah warga di Gang Cemara Condongcatur itu jadwalnya tiap hari apa aja ya rutinitasnya? Biar saya ga kelupaan naruh di luar.",Rendah,llm_generated,"halo bapak ibu kelurahan, nanya info bentar dong. kalau armada yang biasa keliling ambil limbah warga di gang cemara condongcatur itu jadwalnya tiap hari apa aja ya rutinitasnya? biar saya ga kelupaan naruh di luar.",0
ID-0997,"Halo min permisi, gue warga Gang Srikandi 5 Jetis Yogyakarta. Nanya dong, di sini tuh ada prosedur atau SOP khusus ngga sih kalau mau buang barang lumayan gede kayak dipan kayu yang udah reyot? Apa bisa langsung diangkut pas jadwal rutin atau kudu pesen pickup dinas?",Rendah,llm_generated,"halo min permisi, gue warga gang srikandi 5 jetis yogyakarta. nanya dong, di sini tuh ada prosedur atau sop khusus ngga sih kalau mau buang barang lumayan gede kayak dipan kayu yang udah reyot? apa bisa langsung diangkut pas jadwal rutin atau kudu pesen pickup dinas?",0
ID-1024,"Halo min, sekedar nanya info administrasi lingkungan nih. Kalau saya warga baru di area jalan masuk Perumahan Catur Tunggal mau ikutan langganan iuran persampahan bulanan itu daftarnya harus lapor pak RT dulu atau bisa langsung nitip bayar ke petugas gerobak?",Rendah,llm_generated,"halo min, sekedar nanya info administrasi lingkungan nih. kalau saya warga baru di area jalan masuk perumahan catur tunggal mau ikutan langganan iuran persampahan bulanan itu daftarnya harus lapor pak rt dulu atau bisa langsung nitip bayar ke petugas gerobak?",0
ID-0558,"Halo admin DLHK, saya pendatang yang baru pindah ke area Lempuyangan. Mau nanya informasi kepastian jadwal masuknya truk pengangkut sampah di rute dekat stasiun kereta ini sebenarnya hari apa saja ya? Biar saya bisa menyesuaikan waktu naruh keranjang di luar pagar supaya rapi dan tidak kelupaan.",Rendah,llm_generated,"halo admin dlhk, saya pendatang yang baru pindah ke area lempuyangan. mau nanya informasi kepastian jadwal masuknya truk pengangkut sampah di rute dekat stasiun kereta ini sebenarnya hari apa saja ya? biar saya bisa menyesuaikan waktu naruh keranjang di luar pagar supaya rapi dan tidak kelupaan.",0
ID-0105,"Lapor kejahatan lingkungan! Semalam ada armada truk dump ga dikenal dengan sengaja bongkar muatan limbah pabrik berbau nyengat di pinggir jalan Godean. Tolong polisi dan DLHK segera melacak lewat rekaman CCTV, warga sekitar pusing nyium baunya.",Tinggi,llm_generated,"lapor kejahatan lingkungan! semalam ada armada truk dump ga dikenal dengan sengaja bongkar muatan limbah pabrik berbau nyengat di pinggir jalan godean. tolong polisi dan dlhk segera melacak lewat rekaman cctv, warga sekitar pusing nyium baunya.",2
ID-0106,"Pak bupati tolong perhatiannya! Lokasi penampungan sampah persis di depan gerbang SD Jetis itu sangat tidak layak. Baunya udah level ekstrem, banyak anak-anak SD yang pucat dan mual pas jam istirahat. Tolong segera diangkut atau direlokasi posisinya!",Tinggi,llm_generated,"pak bupati tolong perhatiannya! lokasi penampungan sampah persis di depan gerbang sd jetis itu sangat tidak layak. baunya udah level ekstrem, banyak anak-anak sd yang pucat dan mual pas jam istirahat. tolong segera diangkut atau direlokasi posisinya!",2
ID-0207,"Permisi bapak atau ibu petugas kebersihan, sekadar mau menanyakan prosedur pembuangan barang berukuran besar. Kalau di rumah saya ada satu buah kasur busa lipat yang sudah rusak, apakah boleh ditaruh begitu saja di pinggir jalan depan rumah Jalan Imogiri Timur KM 4 pas jadwal pengangkutan rutin?",Rendah,llm_generated,"permisi bapak atau ibu petugas kebersihan, sekadar mau menanyakan prosedur pembuangan barang berukuran besar. kalau di rumah saya ada satu buah kasur busa lipat yang sudah rusak, apakah boleh ditaruh begitu saja di pinggir jalan depan rumah jalan imogiri timur km 4 pas jadwal pengangkutan rutin?",0
ID-1102,"Mohon izin menyampaikan keluhan saya mewakili pengguna jalan lain, khususnya yang sering melintas di jalur utama jalan Jogja - Solo. Tadi pagi, saya sedang dalam perjalanan menuju ke Umbul Sigedang. Pas di jalan Jogja-Solo, saya berada di belakang truk bermuatan pasir yang sangat membahayakan. Bisa dilihat di foto/video, truk tersebut membawa muatan pasir yang penuh bahkan melebihi bak, tapi sama sekali tidak diberi penutup atau terpal. Sepanjang jalan pasirnya terbang-terbang kena angin, sangat disayangkan ketika dibelakang ada pengguna motor lain yang kelilipan, bisa sangat membahayakan.",Unknown,berita,"mohon izin menyampaikan keluhan saya mewakili pengguna jalan lain, khususnya yang sering melintas di jalur utama jalan jogja - solo. tadi pagi, saya sedang dalam perjalanan menuju ke umbul sigedang. pas di jalan jogja-solo, saya berada di belakang truk bermuatan pasir yang sangat membahayakan. bisa dilihat di foto/video, truk tersebut membawa muatan pasir yang penuh bahkan melebihi bak, tapi sama sekali tidak diberi penutup atau terpal. sepanjang jalan pasirnya terbang-terbang kena angin, sangat disayangkan ketika dibelakang ada pengguna motor lain yang kelilipan, bisa sangat membahayakan.",3
ID-0884,"Lapor darurat satpol pp sm dishub! Di lingkungan RT 03 Sedayu Argomulyo ada penumpukan sampah sisa konstruksi asbes sm bata dicampur kresek domestik neng pinggir aspal. Udh nutupin setengah badan jalan raya bikin macet ngga ngotak! Material beratnya bahaya bgt anjir buat pejalan kaki sm motor, tlg evakuasi pake alat berat skrg!",Tinggi,llm_generated,"lapor darurat satpol pp sm dishub! di lingkungan rt 03 sedayu argomulyo ada penumpukan sampah sisa konstruksi asbes sm bata dicampur kresek domestik neng pinggir aspal. udh nutupin setengah badan jalan raya bikin macet ngga ngotak! material beratnya bahaya bgt anjir buat pejalan kaki sm motor, tlg evakuasi pake alat berat skrg!",2
ID-0803,"Halo pak, rep tanglet jadwal rutin. Neng area Ps Cebongan Sleman ki armada truk pengangkut sing biyasane mlebu gang warga niku rutinitase saben dinten nopo nggih? Kulo pengen nyesuaiake jadwal naruh kresek neng ngarep pager ben mboten kesuwen neng njobo lan langsung mlebu bak truk.",Rendah,llm_generated,"halo pak, rep tanglet jadwal rutin. neng area ps cebongan sleman ki armada truk pengangkut sing biyasane mlebu gang warga niku rutinitase saben dinten nopo nggih? kulo pengen nyesuaiake jadwal naruh kresek neng ngarep pager ben mboten kesuwen neng njobo lan langsung mlebu bak truk.",0
ID-0570,"Halo admin kebersihan, lapor kondisi fasilitas umum nih. Di daerah Berbah Sleman, tepatnya dekat kawasan Candi Kalasan, limbah plastik pengunjung udah mulai numpuk nutupin permukaan got depan minimarket. Walau belum mampet total, tapi kalau dibiarkan kena hujan pasti nyumbat parah. Tolong diinstruksikan ke petugas penyapu jalannya ya.",Sedang,llm_generated,"halo admin kebersihan, lapor kondisi fasilitas umum nih. di daerah berbah sleman, tepatnya dekat kawasan candi kalasan, limbah plastik pengunjung udah mulai numpuk nutupin permukaan got depan minimarket. walau belum mampet total, tapi kalau dibiarkan kena hujan pasti nyumbat parah. tolong diinstruksikan ke petugas penyapu jalannya ya.",1
ID-1417,Min truk yg biasa lewat wirobrajan bsk pagi ato sore nariknya?,Rendah,llm_generated,min truk yg biasa lewat wirobrajan bsk pagi ato sore nariknya?,0
ID-0685,"Halo min, gue dr dusun Sambisari Purwomartani Kalasan rep ngeluh sitik. Iki lho ono tumpukan sampah rumahan sing ra dilebokne neng njero bak, dadi malah ngegeletak neng pinggiran wis 3 dinan. Jujurly udh mulai mambu asem bgt trs laler ijo ne jian ra umum akehe. Tolong dikoordinasikan sm mas armada ben ndang diangkut bsk ya. ",Sedang,llm_generated,"halo min, gue dr dusun sambisari purwomartani kalasan rep ngeluh sitik. iki lho ono tumpukan sampah rumahan sing ra dilebokne neng njero bak, dadi malah ngegeletak neng pinggiran wis 3 dinan. jujurly udh mulai mambu asem bgt trs laler ijo ne jian ra umum akehe. tolong dikoordinasikan sm mas armada ben ndang diangkut bsk ya.",1
ID-0447,"Lur, tolong viralkan dong. Kondisi depo di Purbayan Kotagede udah di luar nalar. Sampahnya meluber parah nutupin trotoar jalan sempit. Kasihan mbah-mbah sama ibu-ibu bawa balita sampai terpaksa jalan turun ke aspal yang ramai motor ngebut. Ini membahayakan nyawa pejalan kaki, tolong angkut segera sebelum ada korban tertabrak!",Tinggi,llm_generated,"lur, tolong viralkan dong. kondisi depo di purbayan kotagede udah di luar nalar. sampahnya meluber parah nutupin trotoar jalan sempit. kasihan mbah-mbah sama ibu-ibu bawa balita sampai terpaksa jalan turun ke aspal yang ramai motor ngebut. ini membahayakan nyawa pejalan kaki, tolong angkut segera sebelum ada korban tertabrak!",2
ID-0908,Lapor darurat lalu lintas! Baru saja terjadi tabrakan antara truk sampah dengan pengendara motor di pertigaan dekat Perumahan Griya Banguntapan Indah blok B. Kecelakaan terjadi karena jalanan menyempit terhalang oleh tumpukan sampah yang meluber. Korban mengalami luka lecet. Tolong segera bereskan jalanan dan sampahnya sekarang juga!,Tinggi,llm_generated,lapor darurat lalu lintas! baru saja terjadi tabrakan antara truk sampah dengan pengendara motor di pertigaan dekat perumahan griya banguntapan indah blok b. kecelakaan terjadi karena jalanan menyempit terhalang oleh tumpukan sampah yang meluber. korban mengalami luka lecet. tolong segera bereskan jalanan dan sampahnya sekarang juga!,2
ID-1310,Min tolong up kelakuan mobil putih plat AB di jalan solo. Udah diklakson sirine ambulans yang bawa pasien gawat darurat bukannya minggir malah sengaja nutupin jalan terus. Supir ambulans sampai emosi karena pasien butuh penanganan oksigen segera.,Unknown,merapi_uncover,min tolong up kelakuan mobil putih plat ab di jalan solo. udah diklakson sirine ambulans yang bawa pasien gawat darurat bukannya minggir malah sengaja nutupin jalan terus. supir ambulans sampai emosi karena pasien butuh penanganan oksigen segera.,3
ID-0060,"Lapor pak, ada oknum pengusaha nakal yang sengaja buang sampah industri di lahan miring pinggiran Kali Opak. Ini bahaya banget, kalau pas hujan deras terus longsor, sampahnya bakal masuk nyemari sungai semua. Tolong diinvestigasi pelakunya.",Tinggi,llm_generated,"lapor pak, ada oknum pengusaha nakal yang sengaja buang sampah industri di lahan miring pinggiran kali opak. ini bahaya banget, kalau pas hujan deras terus longsor, sampahnya bakal masuk nyemari sungai semua. tolong diinvestigasi pelakunya.",2
ID-0432,"Lapor mas admin, warga di depan Warung Makan Bu Sari Jalan Bugisan KM 2 mau nanya jadwal operasional armada nih. Biar kami ngga salah jam, sebenarnya truk besar pengangkut itu keliling ngelewati jalan ini tiap jam berapa ya sore harinya untuk narik sampah?",Rendah,llm_generated,"lapor mas admin, warga di depan warung makan bu sari jalan bugisan km 2 mau nanya jadwal operasional armada nih. biar kami ngga salah jam, sebenarnya truk besar pengangkut itu keliling ngelewati jalan ini tiap jam berapa ya sore harinya untuk narik sampah?",0
ID-0266,"Lur, cuma mau nanya info operasional aja nih. Kalo buat mas-mas pasukan kuning yang rajin nyapu dan narik sampah di gang mawar itu rutinitas kerjanya di hari libur nasional tetep jalan ngga ya? Biar warga sekitar sini pada tau jadwal pastinya buat ngeluarin tongnya.",Rendah,llm_generated,"lur, cuma mau nanya info operasional aja nih. kalo buat mas-mas pasukan kuning yang rajin nyapu dan narik sampah di gang mawar itu rutinitas kerjanya di hari libur nasional tetep jalan ngga ya? biar warga sekitar sini pada tau jadwal pastinya buat ngeluarin tongnya.",0
ID-1385,Pujian buat pasukan kuning yang jaga shift sore di Jalan Magelang. Tetap rajin nyapuin daun kering walau gerimis. Mugi-mugi berkah rejekine pak.,Unknown,llm_generated,pujian buat pasukan kuning yang jaga shift sore di jalan magelang. tetap rajin nyapuin daun kering walau gerimis. mugi-mugi berkah rejekine pak.,3
ID-1418,Cara dftr langganan angkut sampah buat anak kosan di klebengan gmn min alurnya?,Rendah,llm_generated,cara dftr langganan angkut sampah buat anak kosan di klebengan gmn min alurnya?,0
ID-0238,Gawat min tolong segera ditangani! Ada tumpukan sampah rumah tangga bercampur limbah pampers yang dibuang oknum persis di atas jalur pipa saluran air bersih milik warga. Kami panik takut bakteri dan cairan beracunnya meresap nyemari pasokan air minum kami.,Tinggi,llm_generated,gawat min tolong segera ditangani! ada tumpukan sampah rumah tangga bercampur limbah pampers yang dibuang oknum persis di atas jalur pipa saluran air bersih milik warga. kami panik takut bakteri dan cairan beracunnya meresap nyemari pasokan air minum kami.,2
ID-1445,Ngab klo buang ranting pohon ditaruh luar pagar bsk otomatis diangkut ga?,Rendah,llm_generated,ngab klo buang ranting pohon ditaruh luar pagar bsk otomatis diangkut ga?,0
ID-0578,"Lapor pak polisi dan satpol pp, darurat polusi udara! Di perempatan Jalan Jlagran Tegalrejo ada sindikat oknum pengepul licik yang rutin nyortir barang rongsok terus bakar sisa plastik ngga terpakainya di lahan terbuka tiap sore. Asap hitam beracunnya ngebul tebal masuk ke gedung sekolah sebelah. Anak-anak batuk parah, grebek sekarang!",Tinggi,llm_generated,"lapor pak polisi dan satpol pp, darurat polusi udara! di perempatan jalan jlagran tegalrejo ada sindikat oknum pengepul licik yang rutin nyortir barang rongsok terus bakar sisa plastik ngga terpakainya di lahan terbuka tiap sore. asap hitam beracunnya ngebul tebal masuk ke gedung sekolah sebelah. anak-anak batuk parah, grebek sekarang!",2
ID-0191,"Halo DLH, lapor dong. Tolong itu di trotoar depan mall ada tumpukan kardus basah sisa lapak pameran kemarin yang belum juga dibersihkan. Dilihatnya kotor dan bikin pejalan kaki harus agak minggir ke jalan raya, mohon segera ditertibkan ya.",Sedang,llm_generated,"halo dlh, lapor dong. tolong itu di trotoar depan mall ada tumpukan kardus basah sisa lapak pameran kemarin yang belum juga dibersihkan. dilihatnya kotor dan bikin pejalan kaki harus agak minggir ke jalan raya, mohon segera ditertibkan ya.",1
ID-0741,"Hadeuh min, warga di simpang 3 Gejayan Condongcatur kelakuannya pd minus bgt sih. Msh ada aja yg lempar kresek di luar kontainer yg udh disediain. Lama2 jd numpuk di tanah sm bau asem jg. Tolong dong pak RT ngasih sanksi tegas ato pasang plang denda ben kapok.",Sedang,llm_generated,"hadeuh min, warga di simpang 3 gejayan condongcatur kelakuannya pd minus bgt sih. msh ada aja yg lempar kresek di luar kontainer yg udh disediain. lama2 jd numpuk di tanah sm bau asem jg. tolong dong pak rt ngasih sanksi tegas ato pasang plang denda ben kapok.",1
ID-0888,"Lapor bapak/ibu petugas, di dekat dusun Sambisari Purwomartani Kalasan ada tumpukan daun kering dan sisa ranting bekas pangkas pohon yang dibiarkan di pinggir jalan. Sudah hampir seminggu belum diangkut. Sekarang malah jadi sarang nyamuk dan serangga. Mohon dikoordinasikan dengan armada pengangkut sampah taman ya pak.",Sedang,llm_generated,"lapor bapak/ibu petugas, di dekat dusun sambisari purwomartani kalasan ada tumpukan daun kering dan sisa ranting bekas pangkas pohon yang dibiarkan di pinggir jalan. sudah hampir seminggu belum diangkut. sekarang malah jadi sarang nyamuk dan serangga. mohon dikoordinasikan dengan armada pengangkut sampah taman ya pak.",1
ID-1150,"Tolong diviralkan min, barusan temen cewek saya kena pelecehan begal payudara di jalan kabupaten deket area persawahan yang sepi. Pelakunya bapak bapak naik motor vario item ngga pakai helm. Temen saya shock berat dan sampai nangis di pinggir jalan. Buat mbak mbak yang sering lewat situ kalau malam atau kondisi sepi mending cari jalan alternatif yang lebih ramai aja biar aman.",Unknown,berita,"tolong diviralkan min, barusan temen cewek saya kena pelecehan begal payudara di jalan kabupaten deket area persawahan yang sepi. pelakunya bapak bapak naik motor vario item ngga pakai helm. temen saya shock berat dan sampai nangis di pinggir jalan. buat mbak mbak yang sering lewat situ kalau malam atau kondisi sepi mending cari jalan alternatif yang lebih ramai aja biar aman.",3
